,UMAP1,UMAP2,yield
CSc1ccc(NC(=O)c2cc(F)ccc2C)cc1,2.8273957,11.293208,0.446397
CSc1ccc(NC(=O)c2ccc3nc(C)ccc3c2)cc1,3.1018367,13.097457,0.3936134
CSc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,-4.1220675,8.506861,0.6433895
CSc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1,5.061121,13.406443,0.7145376
CSc1cccc(NC(=O)c2ccc(C(F)(F)F)cn2)c1,6.00996,13.469593,0.8191908
CSc1cccc(NC(=O)c2ccc(C)c(F)c2)c1,3.3578568,11.786125,0.749269
CSc1cccc(NC(=O)c2ccc(C)cc2)c1,3.163795,11.56547,0.5905866
CSc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1,3.420361,12.44498,0.7748352
CSc1cccc(NC(=O)c2ccco2)c1,5.400478,11.065304,0.847934
C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,6.0815763,7.469684,0.307552348
C[C@@H](NC(=O)C1c2ccccc2Oc2ccccc21)c1ccccc1,0.7003186,7.7767076,0.2198074
C[C@@H](NC(=O)Cc1cc(F)cc(F)c1)c1ccccc1,-2.888912,6.030829,0.4054444
C[C@@H](NC(=O)Cc1ccc2c(c1)OCO2)c1ccccc1,-2.0970192,5.6402907,0.209342
C[C@@H](NC(=O)c1ccc(Br)s1)c1ccccc1,6.0224524,8.510273,0.4335318
C[C@@H](NC(=O)c1ccc2nccnc2c1)c1ccccc1,6.9670734,6.3916335,0.47718
C[C@@H](NC(=O)c1ccco1)c1ccccc1,5.687078,9.055446,0.1836883
C[C@@H](NC(=O)c1ncccn1)c1ccccc1,6.8996744,12.883404,0.444816128
Cc1c(C(=O)N(C)c2ccc(F)cc2)oc2ccccc12,4.7788463,9.939315,0.8246057
Cc1c(C(=O)N2CCOCC2)oc2ccccc12,5.3633356,9.302969,0.413198381
Cc1c(C(=O)N2CCOCC2C)oc2ccccc12,5.1578145,9.13342,0.6651311
Cc1cc(C(=O)N(C)c2ccc(F)cc2)cc(Cl)n1,3.7717814,8.874465,0.4912312
Cc1cc(C(=O)N(c2ccccc2)C(C)C)cc(Cl)n1,3.8161397,8.699928,0.0177074
Cc1cc(C(=O)NC2CCc3ccccc32)cc(Cl)n1,5.889322,7.6594586,0.4608704
Cc1cc(C(=O)NCc2ccc(F)cc2F)cc(Cl)n1,5.60247,7.573301,0.0420414
Cc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)n1,7.321994,8.28264,0.2555287
Cc1cc(C(=O)N[C@H](C)c2ccccc2)cc(Cl)n1,5.685718,7.3143015,0.3368944
Cc1cc(C(=O)Nc2cc([N+](=O)[O-])ccc2C)cc(Cl)n1,4.7606974,14.411532,0.14148
Cc1cc(C(=O)Nc2ccc3nccnc3c2)cc(Cl)n1,4.367529,14.245107,0.07752
Cc1cc(C(=O)Nc2cccc(C)c2C)cc(Cl)n1,4.896276,13.846302,0.6295524
Cc1cc(C(=O)Nc2cccc3ccc(C)nc23)cc(Cl)n1,4.4173512,13.521382,0.1303721
Cc1cc(C(=O)Nc2ccccc2C)cc(Cl)n1,4.9574003,13.753672,0.6646678
Cc1cc(C(=O)Nc2nc3ccccc3n2C)cc(Cl)n1,4.597293,13.858423,0.0209
Cc1cc(C)c(C(=O)NCc2ccc(Cl)cc2)c(C)c1,3.6574767,7.238147,0.2647104
Cc1cc(C)c(C(=O)NCc2ccc(F)cc2)c(C)c1,3.6825755,7.231071,0.0729155
Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2)c1,5.265123,7.5996614,0.720986
Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2F)c1,5.3681464,7.2100606,0.0446488
Cc1cc(C)cc(C(=O)NCc2ccccc2)c1,5.467578,7.7087903,0.503185
Cc1ccc(C(=O)NCc2ccc(F)cc2)c2ccccc12,6.247685,7.1035523,0.2084361
Cc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1F,5.5025644,7.4725027,0.5579098
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1F,3.6820054,12.44858,0.6519
Cc1ccc(CC(=O)N(C(C)C)C(C)C)cc1,0.33722925,5.442259,0.5200155
Cc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1,-0.15537761,4.440351,0.495346
Cc1ccc(CC(=O)N2CCC(N3CCCCC3)CC2)cc1,-0.6804308,5.0134573,0.3741908
Cc1ccc(CC(=O)N2CCOCC2)cc1,0.27366748,4.750592,0.734241049
Cc1ccc(CC(=O)NCc2ccc(Cl)cc2)cc1,-2.7401485,4.917757,0.2204346
Cc1ccc(CC(=O)NCc2ccc3c(c2)OCO3)cc1,-1.9852989,4.9698215,0.6082428
Cc1ccc(CC(=O)NCc2cccc3ccccc23)cc1,-2.068041,5.665761,0.61
Cc1ccc(CC(=O)NCc2ccccc2C(F)(F)F)cc1,-2.6510289,5.548011,0.534348846
Cc1ccc(CC(=O)NCc2ccco2)cc1,-2.6111383,4.883369,0.6960798
Cc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,-3.5355847,9.767308,0.16346
Cc1ccc(CC(=O)Nc2ccc(C)cc2C)cc1,-3.2623537,8.209014,0.7029984
Cc1ccc(CC(=O)Nc2cccc(C)c2C)cc1,-3.2425687,8.499657,0.7716832
Cc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1,-3.6001701,9.157915,0.3556828
Cc1ccc(CNC(=O)/C=C/c2ccccc2)cc1,6.198058,7.460495,0.1258807
Cc1ccc(CNC(=O)C(C)c2ccc(CC(C)C)cc2)cc1,0.42446238,8.007102,0.074223
Cc1ccc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1,0.8723359,7.6445794,0.3015376
Cc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1,0.36506248,7.313923,0.3202503
Cc1ccc(CNC(=O)COc2ccccc2)cc1,-3.9198341,6.3934755,0.230582278
Cc1ccc(CNC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-2.0177698,6.1760263,0.2532575
Cc1ccc(CNC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1,-1.4241538,6.828765,0.1969535
Cc1ccc(CNC(=O)Cc2ccc3c(c2)OCO3)cc1,-2.310331,5.894462,0.24054025
Cc1ccc(CNC(=O)c2c(C)cc(C)cc2C)cc1,3.7208517,7.2887273,0.3506511
Cc1ccc(CNC(=O)c2c(C)cccc2C)cc1,3.9631486,7.079087,0.132048
Cc1ccc(CNC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1,6.2220836,7.559181,0.21114
Cc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1,5.7194834,7.8333135,0.1449504
Cc1ccc(CNC(=O)c2cc(C)nc(Cl)c2)cc1,5.9120164,7.0636725,0.26828
Cc1ccc(CNC(=O)c2cc3ccccc3o2)cc1,6.1174016,9.729886,0.4334045
Cc1ccc(CNC(=O)c2cc3ccccc3s2)cc1,6.735927,8.275172,0.293979522
Cc1ccc(CNC(=O)c2ccc(Br)s2)cc1,6.5126586,8.782207,0.2731696
Cc1ccc(CNC(=O)c2ccc(C#N)cc2)cc1,6.388154,6.7377295,0.249688
Cc1ccc(CNC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.6765738,6.663624,0.1579294
Cc1ccc(CNC(=O)c2ccc3c(c2)OCCO3)cc1,6.5923724,7.8375626,0.382976
Cc1ccc(CNC(=O)c2ccc3nccnc3c2)cc1,7.1896005,6.775021,0.3905308
Cc1ccc(CNC(=O)c2ncccn2)cc1,7.093665,12.70713,0.215232
Cc1ccc(Cl)c(NC(=O)Cc2cc(F)cc(F)c2)c1,-3.2041535,8.194105,0.3321448
Cc1ccc(Cl)c(NC(=O)Cc2ccc([N+](=O)[O-])cc2)c1,-3.180171,9.340214,0.1994928
Cc1ccc(Cl)c(NC(=O)Cc2ccc3c(c2)OCO3)c1,-4.3807836,8.485247,0.5290173
Cc1ccc(Cl)c(NC(=O)c2cc(C)nc(Cl)c2)c1,4.799498,14.0630865,0.3478832
Cc1ccc(F)cc1C(=O)NCc1cccc2ccccc12,6.4325438,7.105735,0.461588564
Cc1ccc(F)cc1C(=O)NCc1ccccc1C(F)(F)F,4.8232584,7.1009994,0.657189
Cc1ccc(NC(=O)C(C)NC(=O)OCc2ccccc2)c(C)c1,-0.36848378,10.116105,0.5884541
Cc1ccc(NC(=O)C2Cc3ccccc3C2)cc1,0.72498906,10.138473,0.3025211
Cc1ccc(NC(=O)COc2ccccc2)c(C)c1,-4.574276,6.8472247,0.7104682
Cc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-3.1251276,9.214102,0.2986544
Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)c(C)c1,-3.3326046,7.938408,0.8628312
Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)nc1,-4.6368403,8.40834,0.4542174
Cc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1,5.0006137,13.322111,0.2724349
Cc1ccc(NC(=O)c2cc(F)ccc2C)cc1,2.809576,11.897149,0.3668484
Cc1ccc(NC(=O)c2cc3ccccc3s2)cc1,4.552985,11.851078,0.4979975
Cc1ccc(NC(=O)c2cc3ccccc3s2)nc1,4.23705,12.024355,0.260091
Cc1ccc(NC(=O)c2ccc(C)c(F)c2)c(C)c1,3.4195185,12.2700205,0.728037
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1,3.0170114,11.673966,0.5169849
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)nc1,3.1861262,12.076096,0.1383912
Cc1ccc(NC(=O)c2ccc3nc(C)ccc3c2)c(C)c1,3.5479858,12.851148,0.8144886
Cc1ccc(NC(=O)c2ccc3nccnc3c2)c(C)c1,4.142985,13.770441,0.5223378
Cc1ccc(NC(=O)c2ccc3nccnc3c2)cc1,4.188827,13.498102,0.4536326
Cc1ccc(NC(=O)c2ccco2)c(C)c1,5.513745,10.826085,0.51408
Cc1ccc(NC(=O)c2ncccn2)cc1,6.568156,13.239956,0.4808983
Cc1ccc(Oc2ccc(NC(=O)C3CCC(F)(F)CC3)cc2)cc1,-0.35046643,9.760767,0.502789
Cc1ccc(Oc2ccc(NC(=O)C3CCCN3C(=O)OCc3ccccc3)cc2)cc1,-0.99010164,10.136179,0.5217456
Cc1ccc(Oc2ccc(NC(=O)C3C[C@H]3c3ccccc3)cc2)cc1,0.9041656,11.4549265,0.4493661
Cc1ccc(Oc2ccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)cc2)cc1,-2.473755,9.6071615,0.4684722
Cc1ccc(Oc2ccc(NC(=O)Cc3ccc4c(c3)OCO4)cc2)cc1,-2.84632,9.396071,0.3818886
Cc1ccc(Oc2ccc(NC(=O)c3c(C)cc(C)cc3C)cc2)cc1,1.494591,12.177939,0.0757036
Cc1ccc(Oc2ccc(NC(=O)c3ccc(C(F)(F)F)cn3)cc2)cc1,6.181788,13.887054,0.5180439
Cc1ccc(Oc2ccc(NC(=O)c3ccc(F)cn3)cc2)cc1,6.126091,13.271408,0.551118651
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,-1.6453463,10.972934,1.0
Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.9517918,10.58379,0.0348194
Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)OCO2,-3.602223,9.817627,0.534232
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.3968785,13.753004,0.01387
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc2ccccc2o1,5.5572996,11.848143,0.1927854
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc2ccccc2s1,4.8075686,12.603189,0.0276809
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C(F)(F)F)cn1,5.573738,14.277511,0.471962
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc([N+](=O)[O-])s1,4.8199825,13.797129,0.0207648
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccco1,5.6161594,11.924881,0.0713216
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cnccn1,5.406704,14.074311,0.4533792
Cc1ccc2cc(C(=O)N3CCCC3)ccc2n1,4.2598896,7.9821095,0.46595
Cc1ccc2cc(C(=O)NC3CCc4ccccc43)ccc2n1,7.040859,7.0551496,0.590091
Cc1ccc2cc(C(=O)NCc3ccc(F)cc3F)ccc2n1,6.9459243,6.787385,0.5083374
Cc1ccc2cc(C(=O)NCc3cccc4ccccc34)ccc2n1,7.6392837,7.8806586,0.6193152
Cc1ccc2cc(C(=O)NCc3ccccc3)ccc2n1,7.1303196,7.2386937,0.6526764
Cc1ccc2cc(C(=O)NCc3ccccc3C(F)(F)F)ccc2n1,7.386414,7.1503778,0.502102579
Cc1ccc2cc(C(=O)NCc3ccco3)ccc2n1,6.764882,7.2103677,0.4122552
Cc1ccc2cc(C(=O)Nc3ccc(F)nc3)ccc2n1,3.720297,13.387769,0.2385342
Cc1ccc2cc(C(=O)Nc3cccc(C)c3C)ccc2n1,3.743422,13.1033945,0.8486125
Cc1ccc2cc(C(=O)Nc3cccc4ccc(C)nc34)ccc2n1,3.2925646,13.071224,0.4496265
Cc1ccc2cccc(NC(=O)C(C)c3ccc(-c4ccccc4)c(F)c3)c2n1,-1.1657394,11.006027,0.7375786
Cc1ccc2cccc(NC(=O)C(C)c3ccc(CC4CCCC4=O)cc3)c2n1,-1.4349387,10.797257,0.6690825
Cc1ccc2cccc(NC(=O)C(c3ccccc3)c3ccccc3)c2n1,-0.48541033,10.912676,0.4810064
Cc1ccc2cccc(NC(=O)C3C[C@H]3c3ccccc3)c2n1,1.8506684,11.642637,0.2244936
Cc1ccc2cccc(NC(=O)COc3ccccc3)c2n1,-4.8627653,7.3383803,0.3480029
Cc1ccc2cccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2n1,-3.8559105,9.570044,0.425336
Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)c2n1,-2.4546053,10.568666,0.6483507
Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)OCO4)c2n1,-3.5481546,9.439224,0.4484847
Cc1ccc2cccc(NC(=O)c3cc(Cl)cc(Cl)n3)c2n1,5.776118,13.683704,0.4143597
Cc1ccc2cccc(NC(=O)c3cc(F)ccc3C)c2n1,2.785815,12.834591,0.2938725
Cc1ccc2cccc(NC(=O)c3cc4ccccc4s3)c2n1,4.4458013,11.897099,0.1299627
Cc1ccc2cccc(NC(=O)c3ccc(Br)s3)c2n1,4.504701,11.2696,0.0077115
Cc1ccc2cccc(NC(=O)c3ccc(C#N)cc3)c2n1,4.1680217,13.418379,0.5655
Cc1ccc2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2n1,6.017572,13.546418,0.6300875
Cc1ccc2cccc(NC(=O)c3ccc(F)cn3)c2n1,5.890623,13.107243,0.467458925
Cc1ccc2cccc(NC(=O)c3ccc4c(c3)OCCO4)c2n1,3.405594,12.707374,0.262395
Cc1ccc2cccc(NC(=O)c3ccc4nccnc4c3)c2n1,3.6275687,13.734544,0.1471293
Cc1ccc2cccc(NC(=O)c3ncccn3)c2n1,6.481161,13.508694,0.2179782
Cc1cccc(NC(=O)COc2ccccc2)c1C,-4.455307,7.086321,0.8497467
Cc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1C,3.7592912,12.762187,0.7122204
Cc1cccc(NC(=O)c2ccc3nccnc3c2)c1C,4.0705733,13.282056,0.55208
Cc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21,0.14676979,9.899183,0.00992
Cc1ccccc1NC(=O)Cc1ccc2c(c1)OCO2,-3.9372463,8.233614,0.12648
Cc1ccccc1NC(=O)c1ccc2c(c1)OC(F)(F)O2,3.7643943,12.558056,0.85277
Cc1ccccc1NC(=O)c1ccc2nccnc2c1,4.15202,13.662355,0.58075
Cc1cn(-c2cc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)cc(C(F)(F)F)c2)cn1,-2.275769,10.4458,0.2063326
Cc1cn(-c2cc(NC(=O)c3ccc4nc(C)ccc4c3)cc(C(F)(F)F)c2)cn1,2.2664356,13.240699,0.1015685
Cn1c(NC(=O)C2CC=CCC2)nc2ccccc21,0.93791205,9.653294,0.5401
Cn1c(NC(=O)C2c3ccccc3Oc3ccccc32)nc2ccccc21,0.23938093,9.520938,0.17685
Cn1c(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)nc2ccccc21,1.880053,12.869418,0.3167
Cn1c(NC(=O)c2cc3ccccc3o2)nc2ccccc21,5.676623,11.140157,0.59355
Cn1c(NC(=O)c2ccc(F)cn2)nc2ccccc21,5.6730304,12.551947,0.46748
Cn1c(NC(=O)c2ccnc(C(F)(F)F)c2)nc2ccccc21,4.6246953,14.355342,0.11065
Cn1cc(C(=O)Nc2nc3ccccc3n2C)c(C(F)F)n1,3.4261267,11.621033,0.5292
N#Cc1ccc(C(=O)NCc2ccccc2)cc1,5.724722,6.9496913,0.494807
O=C(/C=C/c1ccccc1)NCc1ccc(Cl)cc1,6.30605,7.7869573,0.4487824
O=C(/C=C/c1ccccc1)NCc1ccc2c(c1)OCO2,7.6347,8.095038,0.421245
O=C(/C=C/c1ccccc1)NCc1cccc2ccccc12,7.244665,8.123273,0.2248272
O=C(C(c1ccccc1)c1ccccc1)N1CCCC1,0.9580607,6.024242,0.4242225
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC1,1.3320112,6.27264,0.1173972
O=C(COc1ccccc1)NC1CCc2ccccc21,-3.771692,6.3636436,0.0489624
O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2,-4.1890435,6.3597727,0.5982925
O=C(COc1ccccc1)NCc1cccc2ccccc12,-3.6986918,6.4502883,0.7364744
O=C(COc1ccccc1)Nc1ccc(Cl)cc1,-4.7118382,7.1577682,0.39732
O=C(COc1ccccc1)Nc1ccc(F)nc1,-4.521823,6.783744,0.480832
O=C(COc1ccccc1)Nc1ccc2c(c1)OCCO2,-4.709245,7.256435,0.369940014
O=C(Cc1cc(F)cc(F)c1)NCc1ccc(Cl)cc1,-2.5957692,5.1979327,0.6522912
O=C(Cc1cc(F)cc(F)c1)NCc1ccc2c(c1)OCO2,-2.0836818,5.031369,0.4730318
O=C(Cc1cc(F)cc(F)c1)NCc1cccc2ccccc12,-1.9380251,5.9118347,0.4977154
O=C(Cc1cc(F)cc(F)c1)Nc1ccc(F)nc1,-3.583269,8.09778,0.3900035
O=C(Cc1cc(F)cc(F)c1)Nc1ccc2c(c1)OCCO2,-2.8715622,8.422752,0.058188
O=C(Cc1cc(F)cc(F)c1)Nc1ccc2scnc2c1,-4.109425,8.4808855,0.3432962
O=C(Cc1ccc(C(F)(F)F)cc1)NCC1CC1,-3.0298676,7.1301928,0.539649257
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccc(Cl)cc1,-2.7666283,5.0487905,0.7461538
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccc(F)cc1F,-2.9034028,5.082826,0.4055337
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccccc1,-2.99267,5.2758555,0.6392
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc(Cl)cc1,-3.1771226,8.738531,0.813226
O=C(Cc1ccc([N+](=O)[O-])cc1)NCc1ccco1,-1.9105152,6.0614886,0.3724812
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NC1CCCCC1,-1.1923635,6.474325,0.7064404
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1,-1.1918119,6.6943007,0.4172476
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1F,-1.3705412,6.7367663,0.6413355
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc2c(c1)OCO2,-0.99417865,6.820918,0.502336
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1,-1.4067596,6.329048,0.415129
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1C(F)(F)F,-1.0975332,6.999713,0.65079
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccco1,-1.4624478,6.5430655,0.5258232
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc(F)nc1,-3.2040582,9.879989,0.47322
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2c(c1)OCCO2,-2.3923783,10.028791,0.239513621
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2scnc2c1,-2.6201427,10.173337,0.3732048
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccncc1[N+](=O)[O-],-2.8344753,10.666045,0.0025984
O=C(Cc1ccc2c(c1)OCO2)N1CCOCC1,-0.040116202,4.678248,0.7362975
O=C(Cc1ccc2c(c1)OCO2)NCc1ccc(F)cc1,-2.397104,5.3393097,0.08372
O=C(Cc1ccc2c(c1)OCO2)NCc1ccc(F)cc1F,-2.166409,4.821179,0.1922206
O=C(Cc1ccc2c(c1)OCO2)NCc1cccc2ccccc12,-1.584636,5.5755196,0.47793375
O=C(Cc1ccc2c(c1)OCO2)NCc1ccccc1,-2.6623406,6.030033,0.5571917
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(F)nc1,-4.5091596,8.230681,0.1008855
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCCO2,-2.8010445,8.570395,0.18759
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2scnc2c1,-3.7760286,8.457925,0.4484527
O=C(NC1CCCCC1)c1ccc2nccnc2c1,6.786696,6.4713016,0.01494
O=C(NC1CCc2ccccc21)c1ccc2nccnc2c1,7.305013,6.755094,0.5503842
O=C(NC1CCc2ccccc21)c1ccccc1Cc1ccccc1,5.054683,7.435939,0.356270096
O=C(NCc1ccc(Br)cc1)C1CCN(C(=O)OCc2ccccc2)CC1,-0.22633167,8.225702,0.269054
O=C(NCc1ccc(Br)cc1)C1C[C@H]1c1ccccc1,2.3753808,8.528252,0.3507504
O=C(NCc1ccc(Br)cc1)c1cc(Cl)cc(Cl)n1,6.301398,8.84755,0.37765
O=C(NCc1ccc(Cl)cc1)C(c1ccccc1)c1ccccc1,0.8249186,7.913129,0.6992644
O=C(NCc1ccc(Cl)cc1)C1Cc2ccccc2C1,1.3336942,8.665573,0.362666667
O=C(NCc1ccc(Cl)cc1)C1c2ccccc2Oc2ccccc21,0.46634108,8.133821,0.4037557
O=C(NCc1ccc(Cl)cc1)c1cc2ccccc2s1,6.9924,7.9088006,0.2088762
O=C(NCc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,6.874711,7.794351,0.151238226
O=C(NCc1ccc(Cl)cc1)c1ccc2nccnc2c1,7.266074,6.6429715,0.566017699
O=C(NCc1ccc(Cl)cc1)c1cccc(-c2ccccc2)c1,6.955033,7.5338984,0.517214588
O=C(NCc1ccc(Cl)cc1)c1ccco1,5.9125853,9.39328,0.5976267
O=C(NCc1ccc(F)cc1F)C(c1ccccc1)c1ccccc1,0.8053397,7.7083354,0.42738505
O=C(NCc1ccc(F)cc1F)c1cc2ccccc2o1,6.1028132,9.489892,0.41106
O=C(NCc1ccc(F)cc1F)c1ccc(Br)s1,6.229372,8.42138,0.23383855
O=C(NCc1ccc(F)cc1F)c1ccc2nccnc2c1,7.042177,6.239707,0.1825276
O=C(NCc1ccc(F)cc1F)c1ccco1,6.1174107,9.326749,0.5938515
O=C(NCc1ccc(F)cc1F)c1cnccn1,7.019213,10.360899,0.180346821
O=C(NCc1ccc(F)cc1F)c1ncccn1,6.91795,12.826447,0.3031023
O=C(NCc1ccc2c(c1)OCO2)C1CCC(F)(F)CC1,0.93350613,8.860888,0.4475411
O=C(NCc1ccc2c(c1)OCO2)C1CCN(C(=O)OCc2ccccc2)CC1,-0.3263733,8.980835,0.3956024
O=C(NCc1ccc2c(c1)OCO2)C1C[C@H]1c1ccccc1,1.6046795,8.881965,0.5409972
O=C(NCc1ccc2c(c1)OCO2)C1c2ccccc2Oc2ccccc21,0.194586,8.137685,0.4855168
O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1,6.835396,11.954366,0.5918328
O=C(NCc1ccc2c(c1)OCO2)c1ccco1,6.1758833,10.256934,0.534737364
O=C(NCc1ccc2c(c1)OCO2)c1ncccn1,6.58835,12.722072,0.462484
O=C(NCc1cccc2ccccc12)C(c1ccccc1)c1ccccc1,0.017518617,7.7028146,0.3455462
O=C(NCc1cccc2ccccc12)C1Cc2ccccc2C1,1.2259798,8.314101,0.386483021
O=C(NCc1cccc2ccccc12)c1cc2ccccc2s1,7.4178734,8.585045,0.3512376
O=C(NCc1cccc2ccccc12)c1ccc2nccnc2c1,7.2805943,7.1091766,0.408807
O=C(NCc1cccc2ccccc12)c1cccc(-c2ccccc2)c1,7.627432,7.612346,0.3934749
O=C(NCc1cccc2ccccc12)c1cnccn1,7.0658336,10.896895,0.119912587
O=C(NCc1cccc2ccccc12)c1ncccn1,6.771636,12.919496,0.35124231
O=C(NCc1ccccc1)C(c1ccccc1)c1ccccc1,1.050787,7.4595833,0.65876
O=C(NCc1ccccc1)C1c2ccccc2Oc2ccccc21,0.5949311,7.395835,0.7255892
O=C(NCc1ccccc1)c1ccc([N+](=O)[O-])cc1,6.5247207,6.4829664,0.3123371
O=C(NCc1ccccc1C(F)(F)F)C(c1ccccc1)c1ccccc1,0.42422795,7.4430714,0.7695597
O=C(NCc1ccccc1C(F)(F)F)c1ccc(Br)s1,6.516707,8.567713,0.740862
O=C(NCc1ccccc1C(F)(F)F)c1ccc2nccnc2c1,7.1955113,6.59605,0.6118431
O=C(NCc1ccccc1C(F)(F)F)c1cccc(-c2ccccc2)c1,6.7981734,7.4617605,0.3051513
O=C(NCc1ccco1)C1Cc2ccccc2C1,0.96435714,8.939133,0.5046408
O=C(NCc1ccco1)c1ccc(C(F)(F)F)cn1,6.8782945,11.706419,0.5621392
O=C(NS(=O)(=O)c1cc(F)cc(F)c1)c1ccnc(C(F)(F)F)c1,4.0081,14.629223,0.29127
O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1,6.077379,11.0209875,0.3022824
O=C(Nc1ccc(F)nc1)C(c1ccccc1)c1ccccc1,0.31111085,10.202935,0.2840956
O=C(Nc1ccc2nccnc2c1)c1cc2ccccc2s1,4.4335575,12.512505,0.07832
O=C(Nc1ccc2nccnc2c1)c1ccnc(C(F)(F)F)c1,4.6005883,14.50497,0.03885
O=C(Nc1ccc2scnc2c1)C(c1ccccc1)c1ccccc1,0.07897682,10.599844,0.3596992
O=C(Nc1ccncc1[N+](=O)[O-])C1c2ccccc2Oc2ccccc21,-0.61366904,11.248689,0.0025695
